time,open,high,low,close,Fast EMA,Standard EMA,Slow EMA,SPX · TVC: close,MA,Conversion Line,Base Line,Lagging Span,Leading Span A,Leading Span B,Short Period Moving Average,Long Period Moving Average,Plot,Shapes,Shapes,Volume,Volume MA,Histogram,MACD,Signal,OBV,Signal,Crossover,Crossunder,Basis,Upper Band,Lower Band,Upper Band,Lower Band,volume,MA,ATR,ATR,Plot,RoC & MA Cross Up,RoC & MA Cross Down,Basis,Rate of Change,Bull,Hidden Bull,Bear,Hidden Bear
1457962200,2019.27,2052.36,2005.23,2049.58,1940.9889999999996,2015.6044,1735.3597424892703,2049.58,1954.6314285714293,1931.23,1963.29,2127.81,NaN,NaN,1954.6314285714293,2032.9161999999997,NaN,0,0,NaN,NaN,10.966241914733384,-13.613375661217788,-24.579617575951172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,71.79381907962119,56.45356841490082,67.49077152429912,55.93730706563219,0,0,NaN,-0.5536174362806154,NaN,NaN,NaN,NaN
1458567000,2047.88,2056.6,2022.49,2035.94,1956.55,2017.3297999999998,1739.1386266094419,2035.94,1976.9014285714293,1933.35,1963.29,2139.16,NaN,NaN,1976.9014285714293,2031.5937999999996,NaN,0,0,NaN,NaN,13.29971215033067,-7.9549773880378325,-21.254689538368503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69.64155921110388,56.0066970466028,62.72208987797065,54.398164358629934,0,0,NaN,-0.39140092174917074,NaN,NaN,NaN,NaN
1459171800,2037.89,2075.07,2028.31,2072.78,1973.1379999999997,2019.2462,1742.7789699570812,2072.78,2006.615714285715,1942.585,1963.29,2164.69,NaN,NaN,2006.615714285715,2031.4258,NaN,0,0,NaN,NaN,16.609910881920456,-0.4923009359679327,-17.10221181788839,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,67.07676503808905,55.821763105670755,60.441791323974876,57.7773550774194,0,0,NaN,7.843269876120572,NaN,NaN,NaN,NaN
1459776600,2073.19,2074.02,2033.8,2047.6,1983.8739999999998,2020.9373999999998,1746.2525751072958,2047.6,2025.1614285714293,1942.585,1963.29,2168.27,NaN,NaN,2025.1614285714293,2030.0239999999997,NaN,0,0,NaN,NaN,16.362949168358433,3.3514746425596513,-13.01147452579878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,63.81837003264776,55.509727843557336,57.552963991978466,54.78891947370952,0,0,NaN,8.895778932421436,NaN,NaN,NaN,NaN
1460381400,2050.23,2087.84,2039.74,2080.73,2003.9419999999998,2022.9660999999996,1749.6673390557935,2080.73,2044.1157142857144,1979.64,1963.29,2153.74,NaN,NaN,2044.1157142857144,2029.4727999999998,2044.1157142857144,1,0,NaN,NaN,17.58328784870353,8.967635285080632,-8.615652563622898,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60.88203145655524,55.36153328668619,56.20254056455299,57.87612109788929,0,0,NaN,9.115842466830978,NaN,NaN,NaN,NaN
1460986200,2078.83,2111.05,2073.65,2091.58,2026.6219999999998,2024.8765999999994,1753.2654077253212,2091.58,2057.2000000000003,2001.025,1963.29,2132.98,NaN,NaN,2057.2000000000003,2028.9823999999996,NaN,0,0,NaN,NaN,18.197396399881093,14.13109293622847,-4.066303463652624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58.0871698199045,55.00230262095247,53.51646334104544,58.866739138602924,0,0,NaN,7.800065971220051,NaN,NaN,NaN,NaN
1461591000,2089.37,2099.89,2052.28,2065.3,2041.3739999999998,2026.2938999999997,1756.7051072961367,2065.3,2063.3585714285714,2021.43,1963.29,2141.16,NaN,NaN,2063.3585714285714,2027.8337999999997,NaN,0,0,NaN,NaN,15.988313660806767,15.919088612355836,-0.06922504845093247,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,56.077288417061006,54.854456568533415,52.67268286375319,55.464437633157154,0,0,NaN,9.853461344113201,NaN,NaN,NaN,NaN
1462195800,2067.17,2083.42,2039.45,2057.14,2052.283,2027.3708999999997,1760.3166523605146,2057.14,2064.4385714285713,2040.15,1960.575,2126.41,NaN,NaN,2064.4385714285713,2026.4553999999998,NaN,0,0,NaN,NaN,13.245448550265179,16.48758563938054,3.2421370891153622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54.27481864319515,54.636767437162746,51.429442454645596,54.41283027642412,0,0,NaN,10.315425948369239,NaN,NaN,10.315425948369239,10.315425948369239
1462800600,2057.55,2084.87,2043.13,2046.61,2056.9449999999997,2028.4753999999996,1764.1275536480682,2046.61,2065.962857142857,2058.1400000000003,1960.575,2085.18,NaN,NaN,2065.962857142857,2025.2397999999998,NaN,0,0,NaN,NaN,10.130367592062303,15.905096579193241,5.774728987130938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.77327312273869,54.378832088419486,50.04523638969619,53.01592097940293,0,0,NaN,6.717663131328928,NaN,NaN,NaN,NaN
1463405400,2046.53,2071.88,2025.91,2052.32,2059.9579999999996,2029.3698999999992,1767.5955364806862,2052.32,2063.04,2066.77,1960.575,2164.45,NaN,NaN,2063.04,2024.4296,NaN,0,0,NaN,NaN,7.958596346314815,15.722974420024457,7.764378073709642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51.425376962347435,54.21065544665109,49.46305976259674,53.70990171486355,0,1,NaN,5.352532019198697,NaN,NaN,NaN,NaN
